,tagline
1229,motion picture time
1230,murder hand know
1231,musical
1232,whatev hear midnight cowboy true
1233,rule hold bar popeye cut loose
1234,life million shot
1235,love story
1236,proper place past
1237,story man run run prove world sacrifice achieve goal honor
1238,base true story
1239,lord thousand years absolute monarch china bear rule world ancient tradition prepare world change
1240,journey understanding fellowship
1241,funny touching totally irresistible story work relationship friendship
1242,crime live
1243,girl cop
1244,know car
1245,finally film downwardly mobile
1246,possible
1247,meet change life forever
1248,come elm street
1249,think ready freddy think
1250,terror wildest dream
1251,freddy daddy kill
1252,save good
1253,warn doom friday save
1254,body count continue
1255,hide dare try
1256,jason scream
1257,new beginning step terror
1258,kill kill
1259,jason time wait
1260,big apple big trouble
1261,night come home
1262,nightmare
1263,earth run blood
1264,horror return haddonfield
1265,michael lives time ready
1266,midnight come home
1267,bad girl
1268,romantic comedy hell
1269,ditch prom private party dance
1270,chucky mean
1271,look jack chucky
1272,chucky new playmate
1273,find
1274,comprehension happen girl street house man send resort man exorcist
1275,year later remember
1276,dare walk step
1277,learn stand bad guy stand chance
1278,magic
1279,magic
1280,wet bright light feed midnight
1281,grow
1282,pirate map villainous crook underground cavern booby trap skeleton monster lost treasure magic goonie
1283,face know mark
1284,stray closer home
1285,meet marty carol people good bad
1286,secret soylent green
1287,understanding hand brain heart act mediator
1288,road need road
1289,save good trip time far
1290,survive great escape adventure
1291,annabel mother today fact
1292,unidentified fly object throw pentagon panic
1293,belle d dong enlist rotten corps thing hot cooler loose
1294,great love story
1295,mighty warriors seven national heroes small town
1296,lust seduction revenge game play
1297,world experience imagination
1298,power earth change destiny
1299,place movie seldom dare
1300,forbidden love unthinkable attraction ultimate price
1301,cradle bay matter perfect
1302,early avoid mob
1303,mission man
1304,light camera attraction
1305,secret success pure monkey business
1306,hide darkness guard witch discover boy steal king rule world destroy
1307,journey begin end
1308,sight literally
1309,quick thinking land million buck everybody
1310,close encounter furred kind
1311,action adventure romantic comedy spy story
1312,puck stop
1313,new high lowdown
1314,far land far journey far adventure
1315,come great adventure summer
1316,tall tale little people
1317,london crime fight ace baffling case
1318,yes bananza
1319,love bug fall hood wheel classy chassis
1320,bunch hocus pocus
1321,big laughs start january
1322,astonishing innovative backyard adventure time
1323,thousand thrills hayley mills
1324,wilderness stop instinct guide perilous mile canadian wilderness
1325,free hostage living hostage survive
1326,twice fun double trouble
1327,guy invent game turn sport world upside
1328,man try run away past woman try escape future
1329,turbulent time fiery love story zhivago wife passionate tender lara
1330,robert duvall mac sledge country singer struggle fame fight respect begin
1331,man peace savage land suburbia
1332,controversial picture time
1333,strange world
1334,jungle jumpin
1335,leash license set footloose collar free
1336,sea imagination adventure fantasy
1337,skate win
1338,thousand voices single dream
1339,canine caper century
1340,live heart forever
1341,sailor man spinach
1342,tiny agent world wicked woman dazzle animate adventure
1343,sinister force world young space traveller
1344,aladdin adventure continue
1345,new adventure yellow brick road
1346,year united states declare war cliff secord lead america battle nazis
1347,candidate law degree pedigree
1348,awaken world wonder
1349,man deep dream come true
1350,professor fly fun scores new high
1351,come zip dee doo dah
1352,allen bauer thought find right woman half wrong
1353,hero end
1354,world inside computer man
1355,world brink war march tune dance
1356,blood thick water
1357,rag rich rag story
1358,laugh blow lip
1359,funny laugh head
1360,stephen king edge shining pet sematary time push
1361,grow outside society look fight look belong
1362,adventure indiana jones
1363,fantasy imagination
1364,george orwell terrifying vision come screen
1365,mind power future hand power change
1366,stephen king masterpiece terror direct master
1367,buy pay later
1368,new terror
1369,world adult allow live
1370,dog stay
1371,weird relative
1372,desire defy escape
1373,believe eye
1374,welcome world disorganised crime
1375,want lover hero rich man killer
1376,cordially invite george martha evening fun game
1377,think babysitting easy money start hang andersons
1378,date
1379,ride sea inside giant pink sea snail
1380,kind monster
1381,humble radiant terrific book humble radiant terrific movie
1382,world enemy prince thousand enemies catch kill catch
1383,right eye wildest dream
1384,world time age wonder
1385,meet fievel search find family discover america
1386,look pardner new mouse town
1387,dawn
1388,sixteen happen
1389,blane pretty cool guy andie pretty pink ducky pretty crazy
1390,passion burn deep
1391,dawn mankind woman lead way
1392,ding dong dead
1393,new house brand new owner
1394,critic rave native restless laughter non stop
1395,time everybody crazier
1396,save world style
1397,break rule free heart
1398,grow hard
1399,shocking true story henry lee lucas
1400,pray rosemary baby
1401,boy need friend find world need hero land imagination
1402,begin new adventure young boy return world wonder wing imagination
1403,aaargh
1404,modern immorality tale
1405,year life life friend day decide
1406,man vampire hero
1407,dance life love happen heartbeat
1408,movie movie
1409,romance destination
1410,guarantee life afterlife
1411,body family plot
1412,ordinary necktie use deadly new twist
1413,tear apart suspense
1414,thief liar cheat know
1415,right man
1416,little knowledge deadly thing
1417,thriller difference
1418,start shriek train whistle end shriek excitement
1419,love hold breath sudden terror hold stage
1420,story different woman husband common
1421,adventure come big
1422,prepared
1423,revenge dish best serve dirty
1424,passion limit
1425,mystery murder passion master suspense
1426,man woman sea
1427,blast dramatic dynamite explode right eye
1428,like happen jolt scene true
1429,lombard montgomery hitched unhitched
1430,arm feel safety absence haunt dread
1431,spy play game love sudden death
1432,bomb plot killing justice
1433,public enemy world
1434,hear mother tongue spoken
1435,trust cut card
1436,look reason look way
1437,destiny big plan little simon birch
1438,pre way compete way live life
1439,terrorize toilet chase school shake lunch money bodyguard
1440,good news jonathan affair bad news roommate mother
